Path,QAID,Objective,Priority,Bug,Result,Build,Mark,Tester,Autotested,Platform,BIOS,Comment
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify policy Matching the TP-polocy with sepcific serivces + NAT – ACCEPT,Critical,,Untested,,,Leonardo Chen,No,,,
,,,,,,,,,,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy subnet dstaddr + single interface + bypass NAT - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy fqdn dstaddr + single interface + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy wildcard-fqdn dstaddr + single interface + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy subnet srcaddr + single interface + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy fqdn srcaddr + single interface + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy kernel matching only + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify non-http Matching the TP-polocy kernel matching only + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify ftp Matching the TP-polocy @user space + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify ssh Matching the TP-polocy @user space + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify non-http Matching the TP-polocy kernel matching only + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy multi dstintf + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy multi srctintf + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify policy Matching the TP-polocy with expired schedulef + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify policy Matching the TP-polocy with sepcific serivcesf + bypass NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy subnet dstaddr + single interface + NAT - DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy fqdn dstaddr + single interface + NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
/FortiProxy/7.4.0/Sanity/Bridge-mode/Policy-Matching/TP-Basic/,,Verify GET/POST/PUT Matching the TP-polocy wildcard-fqdn dstaddr + single interface + NAT – DENY,Critical,,Untested,,,Leonardo Chen,No,,,
